DrugID	DrugName	AvgRank	AvgScore
DB12134	Gepotidacin	1675.0	33.528275
DB01222	Budesonide	1676.0	33.524803
DB08874	Fidaxomicin	1677.0	33.520966
DB04009	Dimethyl Propionate Ester Heme	1678.0	33.519234
DB00469	Tenoxicam	1679.0	33.519012
DB04185	Norvaline	1680.0	33.518864
DB06741	Gavestinel	1681.0	33.51868
DB05255	Ronacaleret	1682.0	33.518417
DB06702	Fesoterodine	1683.0	33.513046
DB00194	Vidarabine	1684.0	33.51197
DB01826	N-Butyl Isocyanide	1685.0	33.509716
DB00315	Zolmitriptan	1686.0	33.507973
DB13251	Octopamine	1687.0	33.50758
DB02979	N1,N14-Bis((S-Methyl)Isothioureido)Tetradecane	1688.0	33.506077
DB00131	Adenosine phosphate	1689.0	33.50094
DB09291	Rolapitant	1690.0	33.49512
DB09083	Ivabradine	1691.0	33.49485
DB13004	Mavoglurant	1692.0	33.49301
DB12465	Ketanserin	1693.0	33.492588
DB06636	Isavuconazonium	1694.0	33.491188
DB07073	5,5-dimethyl-2-morpholin-4-yl-5,6-dihydro-1,3-benzothiazol-7(4H)-one	1695.0	33.489166
DB00959	Methylprednisolone	1696.0	33.47853
DB09232	Cilnidipine	1697.0	33.477352
DB08383	4,5-bis(4-methoxyphenyl)-2-thiophen-2-yl-1H-imidazole	1698.0	33.47093
DB00692	Phentolamine	1699.0	33.47087
DB00221	Isoetharine	1700.0	33.469067
DB00361	Vinorelbine	1701.0	33.4621
DB04861	Nebivolol	1702.0	33.46162
DB13170	Plecanatide	1703.0	33.460644
DB11681	Tofimilast	1704.0	33.46043
DB02095	Isatin	1705.0	33.460228
DB06749	Ginsenoside Rb1	1706.0	33.458508
DB01336	Metocurine	1707.0	33.456226
DB00716	Nedocromil	1708.0	33.455395
DB09205	Moxisylyte	1709.0	33.454727
DB05434	ABT-510	1710.0	33.45384
DB05271	Rotigotine	1711.0	33.45373
DB00563	Methotrexate	1712.0	33.4537
DB12025	Triptolide	1713.0	33.45281
DB09338	Mersalyl	1714.0	33.451984
DB01048	Abacavir	1715.0	33.44892
DB11651	Dactolisib	1716.0	33.4381
DB00251	Terconazole	1717.0	33.43413
DB04395	Phosphoaminophosphonic Acid-Adenylate Ester	1718.0	33.430634
DB01246	Alimemazine	1719.0	33.430046
DB05022	Amonafide	1720.0	33.429996
DB09078	Lenvatinib	1721.0	33.429134
DB12741	DTP-348	1722.0	33.42848
DB13481	Tenidap	1723.0	33.425297
DB14682	Dextrorphan	1724.0	33.418816
DB08168	7-AMINO-4-METHYL-CHROMEN-2-ONE	1725.0	33.418217
DB02068	Delta-Amino Valeric Acid	1726.0	33.417343
DB12740	CC-115	1727.0	33.41319
DB09272	Eluxadoline	1728.0	33.41152
DB00640	Adenosine	1729.0	33.410763
DB05412	Talmapimod	1730.0	33.410458
DB07080	N-(2,2,2-TRIFLUOROETHYL)-N-{4-[2,2,2-TRIFLUORO-1-HYDROXY-1-(TRIFLUOROMETHYL)ETHYL]PHENYL}BENZENESULFONAMIDE	1731.0	33.41019
DB09143	Sonidegib	1732.0	33.40253
DB06823	Tiopronin	1733.0	33.400944
DB13510	Buflomedil	1734.0	33.397213
DB06419	Cethromycin	1735.0	33.393803
DB04050	N-Propyl Isocyanide	1736.0	33.392834
DB15173	JNJ-42165279	1737.0	33.39194
DB00569	Fondaparinux	1738.0	33.39169
DB06796	Mangafodipir	1739.0	33.391376
DB08765	6-HYDROXY-1,3-BENZOTHIAZOLE-2-SULFONAMIDE	1740.0	33.38814
DB01197	Captopril	1741.0	33.385197
DB00706	Tamsulosin	1742.0	33.382263
DB01997	3-Bromo-7-Nitroindazole	1743.0	33.382145
DB06772	Cabazitaxel	1744.0	33.38058
DB07384	1-ACETYL-2-CARBOXYPIPERIDINE	1745.0	33.378735
DB09123	Dienogest	1746.0	33.37603
DB02048	1,2,4-Triazole-Carboxamidine	1747.0	33.374176
DB04850	Posizolid	1748.0	33.368168
DB07465	(1S,3S,5S)-2-{(2S)-2-amino-2-[(1R,3S,5R,7S)-3-hydroxytricyclo[3.3.1.1~3,7~]dec-1-yl]acetyl}-2-azabicyclo[3.1.0]hexane-3-carbonitrile	1749.0	33.36775
DB12446	Derenofylline	1750.0	33.362343
DB00232	Methyclothiazide	1751.0	33.358265
DB01590	Everolimus	1752.0	33.349735
DB11831	Dinitrochlorobenzene	1753.0	33.348145
DB00408	Loxapine	1754.0	33.345783
DB04711	Iodipamide	1755.0	33.345028
DB08301	N-({[4-(AMINOSULFONYL)PHENYL]AMINO}CARBONYL)-4-METHYLBENZENESULFONAMIDE	1756.0	33.344807
DB08128	(1S,4R,9S)-5-(trifluoromethyl)-1,2,3,4-tetrahydro-1,4-methanonaphthalen-9-amine	1757.0	33.339615
DB11864	Preladenant	1758.0	33.33935
DB07670	N,4-Dimethyl-N-(1-phenyl-1H-pyrazol-5-yl)benzenesulfonamide	1759.0	33.337822
DB00222	Glimepiride	1760.0	33.336018
DB08127	1,3,3-trimethyl-2-[(1E,3E)-3-methylpenta-1,3-dien-1-yl]cyclohexene	1761.0	33.335506
DB05668	Palifosfamide	1762.0	33.333176
DB01324	Polythiazide	1763.0	33.330837
DB13044	Gossypol	1764.0	33.330055
DB06290	Simeprevir	1765.0	33.325905
DB06711	Naphazoline	1766.0	33.317715
DB02559	6-(Octahydro-1h-Indol-1-Ylmethyl)Decahydroquinazoline-2,4-Diamine	1767.0	33.316288
DB00991	Oxaprozin	1768.0	33.316013
DB04819	Methapyrilene	1769.0	33.313927
DB01002	Levobupivacaine	1770.0	33.307705
DB08615	2-[4-(DIMETHYLAMINO)PHENYL]-6-HYDROXY-3-METHYL-1,3-BENZOTHIAZOL-3-IUM	1771.0	33.29972
DB00414	Acetohexamide	1772.0	33.29941
DB04833	Methaqualone	1773.0	33.29852
DB03882	5-Alpha-Androstane-3-Beta,17beta-Diol	1774.0	33.295353
DB01405	Temafloxacin	1775.0	33.29496
DB08877	Ruxolitinib	1776.0	33.292793
DB13873	Fenofibric acid	1777.0	33.29098
DB08373	4,4'-BIS([H]METHYLSULFONYL)-2,2',5,5'-TETRACHLOROBIPHENYL	1778.0	33.29006
DB06750	Ginsenoside Rg1	1779.0	33.28986
DB01063	Acetophenazine	1780.0	33.287724
DB02774	1,3-Propandiol	1781.0	33.28504
DB08520	(21S)-1AZA-4,4-DIMETHYL-6,19-DIOXA-2,3,7,20-TETRAOXOBICYCLO[19.4.0] PENTACOSANE	1782.0	33.283802
DB05015	Belinostat	1783.0	33.279327
DB00577	Valaciclovir	1784.0	33.278522
DB05431	MLN-977	1785.0	33.274605
DB00731	Nateglinide	1786.0	33.273422
DB11814	PF-03882845	1787.0	33.26909
DB01121	Phenacemide	1788.0	33.266403
DB02266	Flufenamic acid	1789.0	33.264877
DB04556	3-[(1s)-1-(Dimethylamino)Ethyl]Phenol	1790.0	33.26346
DB03983	{[2-Amino-4-oxo-6,7-di(sulfanyl-κS)-3,5,5a,8,9a,10-hexahydro-4H-pyrano[3,2-g]pteridin-8-yl]methyl dihydrogenato(2-) phosphate}(dioxo)sulfanylmolybdenum	1791.0	33.26127
DB01004	Ganciclovir	1792.0	33.25657
DB07992	3-SULFOOXY-1H-INDOLE	1793.0	33.23954
DB01214	Metipranolol	1794.0	33.237923
DB08891	Arbaclofen	1795.0	33.236988
DB07860	(2R)-2-(4-CHLOROPHENYL)-2-PHENYLETHANAMINE	1796.0	33.228283
DB02873	1-(2,6-Dichlorophenyl)-5-(2,4-Difluorophenyl)-7-Piperazin-1-Yl-3,4-Dihydroquinazolin-2(1h)-One	1797.0	33.2273
DB07486	3-({4-[(1E)-3-morpholin-4-yl-3-oxoprop-1-en-1-yl]-2,3-bis(trifluoromethyl)phenyl}sulfanyl)aniline	1798.0	33.22384
DB03319	(2S)-2-Ammonio-3-[5-(2-methyl-2-propanyl)-3-oxido-1,2-oxazol-4-yl]propanoate	1799.0	33.222076
DB03052	Dazoxiben	1800.0	33.21939
DB09196	Lubazodone	1801.0	33.213715
DB01430	Almitrine	1802.0	33.213486
DB02315	Cyclic GMP	1803.0	33.20114
DB08550	7,8-Dichloro-1,2,3,4-tetrahydroisoquinoline	1804.0	33.19952
DB12588	AZD-1480	1805.0	33.19876
DB09074	Olaparib	1806.0	33.19499
DB11666	Buparlisib	1807.0	33.194336
DB12237	GW-274150	1808.0	33.19364
DB00574	Fenfluramine	1809.0	33.18354
DB08175	(2E,4E)-11-METHOXY-3,7,11-TRIMETHYLDODECA-2,4-DIENOIC ACID	1810.0	33.179867
DB07756	1-[3-({[(4-AMINO-5-FLUORO-2-METHYLQUINOLIN-3-YL)METHYL]THIO}METHYL)PHENYL]-2,2,2-TRIFLUOROETHANE-1,1-DIOL	1811.0	33.17944
DB13511	Clebopride	1812.0	33.178406
DB03485	Alpha-D-Fucose	1813.0	33.176895
DB15580	Climbazole	1814.0	33.16971
DB04845	Ixabepilone	1815.0	33.164124
DB03608	Diminazene	1816.0	33.162933
DB04343	Glyoxylic acid	1817.0	33.160847
DB07001	(3S,5E)-3-propyl-3,4-dihydrothieno[2,3-f][1,4]oxazepin-5(2H)-imine	1818.0	33.16063
DB01186	Pergolide	1819.0	33.159874
DB09383	Meprednisone	1820.0	33.15986
DB14846	Bimiralisib	1821.0	33.157597
DB08695	3-(4-nitrophenyl)-1H-pyrazole	1822.0	33.152714
DB01525	Ecgonine	1823.0	33.15249
DB06736	Aceclofenac	1824.0	33.152035
DB11575	Grazoprevir	1825.0	33.14284
DB04339	Carbocisteine	1826.0	33.141655
DB08848	Guvacine	1827.0	33.140728
DB04090	RH-1	1828.0	33.135323
DB00500	Tolmetin	1829.0	33.133194
DB00870	Suprofen	1830.0	33.132065
DB11967	Binimetinib	1831.0	33.1314
DB07645	SEBACIC ACID	1832.0	33.11831
DB08794	Ethyl biscoumacetate	1833.0	33.117672
DB04709	(3AALPHA,4ALPHA,7ALPHA,7AALPHA)- 3A,4,7,7A-TETRAHYDRO-2-(4-NITRO-1-NAPHTHALENYL)-4,7-ETHANO-1H-ISOINDOLE-1,3(2H)-DIONE	1834.0	33.11521
DB04271	3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester	1835.0	33.112957
DB02646	Nitrosoethane	1836.0	33.10631
DB03771	Allyl-{4-[3-(4-Bromo-Phenyl)-Benzofuran-6-Yloxy]-but-2-Enyl}-Methyl-Amine	1837.0	33.105324
DB01291	Pirbuterol	1838.0	33.10341
DB01565	Dihydromorphine	1839.0	33.09994
DB11363	Alectinib	1840.0	33.09897
DB11581	Venetoclax	1841.0	33.096607
DB09093	Chlortetracycline	1842.0	33.0897
DB00517	Anisotropine methylbromide	1843.0	33.086735
DB02924	(4R)-limonene 1α,2α-epoxide	1844.0	33.086277
DB06585	Fipamezole	1845.0	33.086037
DB03439	4,6-dideoxy-4-amino-alpha-D-glucose	1846.0	33.084938
DB04419	D-norleucine	1847.0	33.082962
DB04801	cis-Vaccenic acid	1848.0	33.080513
DB04534	5-Nitroindazole	1849.0	33.075203
DB05003	Imexon	1850.0	33.072884
DB02633	Cibacron Blue	1851.0	33.070927
DB04880	Enoximone	1852.0	33.069077
DB08083	2-(1,3-thiazol-4-yl)-1H-benzimidazole-5-sulfonamide	1853.0	33.068733
DB02776	1-Hexadecanosulfonic Acid	1854.0	33.064186
DB04842	Fluspirilene	1855.0	33.062675
DB00894	Testolactone	1856.0	33.061817
DB00511	Acetyldigitoxin	1857.0	33.059128
DB03701	Vanoxerine	1858.0	33.05867
DB01454	Midomafetamine	1859.0	33.053795
DB06512	Deramciclane	1860.0	33.051086
DB01321	Josamycin	1861.0	33.04589
DB00799	Tazarotene	1862.0	33.04531
DB03587	Pyruvaldehyde	1863.0	33.04458
DB00854	Levorphanol	1864.0	33.042904
DB01203	Nadolol	1865.0	33.04203
DB01231	Diphenidol	1866.0	33.0374
DB00160	Alanine	1867.0	33.03619
DB11481	Atipamezole	1868.0	33.034004
DB00327	Hydromorphone	1869.0	33.0246
DB02998	Metribolone	1870.0	33.02421
DB04652	Corticosterone	1871.0	33.02142
DB01711	2,3,4,5,6-Pentafluorobenzyl Alcohol	1872.0	33.02122
DB09115	Diiodohydroxyquinoline	1873.0	33.016773
DB00416	Metocurine iodide	1874.0	33.016632
DB05992	Plinabulin	1875.0	33.016518
DB02673	(4aS,6R,8aS)-11-[8-(1,3-Dioxo-1,3-dihydro-2H-isoindol-2-yl)octyl]-6-hydroxy-3-methoxy-5,6,9,10-tetrahydro-4aH-[1]benzofuro[3a,3,2-ef][2]benzazepin-11-ium	1876.0	33.0161
DB02644	N-omega-propyl-L-arginine	1877.0	33.011917
DB12480	Betulinic Acid	1878.0	33.007523
DB04828	Zomepirac	1879.0	33.007282
DB11675	Mosapride	1880.0	33.005836
DB05266	Ibudilast	1881.0	33.003693
DB00647	Dextropropoxyphene	1882.0	32.999264
DB01046	Lubiprostone	1883.0	32.997322
DB06421	Declopramide	1884.0	32.992245
DB01250	Olsalazine	1885.0	32.98684
DB02991	S-Ethyl-N-[4-(Trifluoromethyl)Phenyl]Isothiourea	1886.0	32.98627
DB12468	Pf-04531083	1887.0	32.985786
DB12026	Voxilaprevir	1888.0	32.984554
DB06510	Muraglitazar	1889.0	32.98278
DB09213	Dexibuprofen	1890.0	32.979378
DB11632	Opicapone	1891.0	32.977695
DB09137	Technetium Tc-99m mebrofenin	1892.0	32.977585
DB06194	Elocalcitol	1893.0	32.9744
DB00607	Nafcillin	1894.0	32.9706
DB09345	Pramocaine	1895.0	32.968178
DB00601	Linezolid	1896.0	32.961666
DB00933	Mesoridazine	1897.0	32.957428
DB01135	Doxacurium	1898.0	32.956264
DB03100	6-Nitroindazole	1899.0	32.9547
DB06479	Propentofylline	1900.0	32.951397
DB01263	Posaconazole	1901.0	32.946102
DB08356	4-[4-(4-methoxyphenyl)-5-methyl-1H-pyrazol-3-yl]benzene-1,3-diol	1902.0	32.937218
DB03477	1-Phenylsulfonamide-3-Trifluoromethyl-5-Parabromophenylpyrazole	1903.0	32.93438
DB12110	m-Chlorophenylpiperazine	1904.0	32.933792
DB11844	Pritelivir	1905.0	32.92881
DB00866	Alprenolol	1906.0	32.91707
DB03825	Rhodamine 6G	1907.0	32.91504
DB06836	N-(5-{4-Chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide	1908.0	32.914917
DB00649	Stavudine	1909.0	32.913383
DB12009	GW-406381	1910.0	32.91085
DB12450	Propyl Gallate	1911.0	32.910667
DB02027	N-{(4S)-4-Amino-5-[(2-aminoethyl)amino]pentyl}-N'-nitroguanidine	1912.0	32.907272
DB01256	Retapamulin	1913.0	32.906487
DB00879	Emtricitabine	1914.0	32.90362
DB08387	2-{[4-(1-methyl-4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline	1915.0	32.90175
DB03023	1-Tert-Butyl-3-(4-Chloro-Phenyl)-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine	1916.0	32.896862
DB07118	Hymecromone	1917.0	32.895138
DB04365	Arecoline	1918.0	32.89461
DB00190	Carbidopa	1919.0	32.888428
DB07596	(17beta)-17-(cyanomethyl)-2-methoxyestra-1(10),2,4-trien-3-yl sulfamate	1920.0	32.887802
DB01226	Mivacurium	1921.0	32.886185
DB08834	Tauroursodeoxycholic acid	1922.0	32.88395
DB02131	N-1-methylheptylformamide	1923.0	32.88136
DB04881	Elacridar	1924.0	32.877438
DB08742	1,3-CYCLOHEXANEDIOL, 4-METHYLENE-5-[(2E)-[(1S,3AS,7AS)-OCTAHYDRO-1-(5-HYDROXY-5-METHYL-1,3-HEXADIYNYL)-7A-METHYL-4H-INDEN-4-YLIDENE]ETHYLIDENE]-, (1R,3S,5Z)	1925.0	32.87573
DB08201	(1S)-menthyl hexyl phosphonate group	1926.0	32.874725
DB09449	Sodium phosphate, monobasic	1927.0	32.874252
DB01101	Capecitabine	1928.0	32.87169
DB13679	Dexchlorpheniramine	1929.0	32.86922
DB12865	Etelcalcetide	1930.0	32.868324
DB12961	Leukotriene B4	1931.0	32.864124
DB09536	Titanium dioxide	1932.0	32.85033
DB01664	(S)-DES-ME-AMPA	1933.0	32.84987
DB01392	Yohimbine	1934.0	32.84961
DB12364	Betrixaban	1935.0	32.849155
DB04636	Glutamine t-butyl ester	1936.0	32.847523
DB01408	Bambuterol	1937.0	32.84704
DB06203	Alogliptin	1938.0	32.846855
DB11815	Tilarginine	1939.0	32.84433
DB00823	Ethynodiol diacetate	1940.0	32.84227
DB01576	Dextroamphetamine	1941.0	32.840572
DB00423	Methocarbamol	1942.0	32.838856
DB01044	Gatifloxacin	1943.0	32.83791
DB00643	Mebendazole	1944.0	32.83521
DB02347	2-Amino-3-(5-Tert-Butyl-3-(Phosphonomethoxy)-4-Isoxazolyl)Propionic Acid	1945.0	32.83366
DB07050	5-[(phenylsulfonyl)amino]-1,3,4-thiadiazole-2-sulfonamide	1946.0	32.833546
DB09570	Ixazomib	1947.0	32.825085
DB08416	(9BETA,13ALPHA,14BETA,17ALPHA)-2-METHOXYESTRA-1,3,5(10)-TRIENE-3,17-DIYL DISULFAMATE	1948.0	32.8228
DB00621	Oxandrolone	1949.0	32.81538
DB00868	Benzonatate	1950.0	32.81458
DB04102	2-Amino-Adenosine	1951.0	32.802185
DB00790	Perindopril	1952.0	32.80176
DB05501	AMD-070	1953.0	32.800785
DB04836	Amineptine	1954.0	32.800095
DB03305	N(G)-Iminoethylornithine	1955.0	32.79949
DB04223	Nitroarginine	1956.0	32.797874
DB12494	SGI-1776	1957.0	32.795277
DB07555	Hydroxy(oxo)(2-{(1S)-2,2,2-trifluoro-1-[2-(trimethylarsonio)ethoxy]ethyl}phenyl)ammonium	1958.0	32.788883
DB11560	Lesinurad	1959.0	32.78885
DB05968	PR-104	1960.0	32.78737
DB06156	Tesofensine	1961.0	32.78387
DB00172	Proline	1962.0	32.783333
DB06144	Sertindole	1963.0	32.783005
DB13520	Metergoline	1964.0	32.780174
DB01053	Benzylpenicillin	1965.0	32.780006
DB13879	Glecaprevir	1966.0	32.77795
DB01190	Clindamycin	1967.0	32.77707
DB09119	Eslicarbazepine acetate	1968.0	32.77676
DB02123	Glycochenodeoxycholic Acid	1969.0	32.772324
DB02166	Propidium	1970.0	32.76911
DB04705	(3BETA)-CHOLEST-5-ENE-3,25-DIOL	1971.0	32.76731
DB09049	Naloxegol	1972.0	32.760483
DB00498	Phenindione	1973.0	32.75954
DB00486	Nabilone	1974.0	32.758907
DB12198	Fosdagrocorat	1975.0	32.758762
DB05212	HE3286	1976.0	32.757347
DB06705	Gadofosveset trisodium	1977.0	32.755386
DB03994	Ethanolamine	1978.0	32.754272
DB01736	[3-(Dodecanoylamino)Propyl](Hydroxy)Dimethylammonium	1979.0	32.75427
DB01624	Zuclopenthixol	1980.0	32.7522
DB12904	ZSTK-474	1981.0	32.75114
DB09347	Acetrizoic acid	1982.0	32.749126
DB14191	Diphenylguanidine	1983.0	32.744583
DB04818	Iproniazid	1984.0	32.744434
DB00220	Nelfinavir	1985.0	32.742508
DB12244	CP-601927	1986.0	32.741413
DB13872	Lormetazepam	1987.0	32.740444
DB06701	Dexmethylphenidate	1988.0	32.735607
DB00307	Bexarotene	1989.0	32.733513
DB05448	PX-12	1990.0	32.731544
DB11693	Voclosporin	1991.0	32.73015
DB08808	Bupranolol	1992.0	32.72904
DB01070	Dihydrotachysterol	1993.0	32.726055
DB03824	7-Iodo-1,2,3,4-Tetrahydro-Isoquinoline	1994.0	32.720955
DB03926	5-Alpha-Androstane-3-Beta,17-Alpha-Diol	1995.0	32.711056
DB00346	Alfuzosin	1996.0	32.709713
DB04915	Idronoxil	1997.0	32.7094
DB01160	Dinoprost tromethamine	1998.0	32.70745
DB01232	Saquinavir	1999.0	32.70707
DB09285	Morniflumate	2000.0	32.704575
DB08214	4-(1H-IMIDAZOL-1-YL)PHENOL	2001.0	32.701927
DB06525	Ganstigmine	2002.0	32.701492
DB03317	Ferroheme C	2003.0	32.701485
DB01102	Arbutamine	2004.0	32.70095
DB11717	Epacadostat	2005.0	32.70018
DB01359	Penbutolol	2006.0	32.699013
DB06725	Lornoxicam	2007.0	32.698616
DB06693	Mevastatin	2008.0	32.697227
DB11079	Trolamine salicylate	2009.0	32.694984
DB00719	Azatadine	2010.0	32.691784
DB09207	AS-8112	2011.0	32.69011
DB09239	Niguldipine	2012.0	32.688633
DB01366	Procaterol	2013.0	32.68661
DB01239	Chlorprothixene	2014.0	32.685593
DB06842	(4R)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one	2015.0	32.685513
DB04903	Pagoclone	2016.0	32.68462
DB08129	(1R)-2-amino-1-[3-(trifluoromethyl)phenyl]ethanol	2017.0	32.682907
DB12017	Ozagrel	2018.0	32.682114
DB02459	4-guanidinobenzoic acid	2019.0	32.682014
DB01530	5alpha-androstane-3alpha,17beta-diol	2020.0	32.68114
DB02110	Protoporphyrin Ix Containing Co	2021.0	32.680305
DB04335	Inosine	2022.0	32.678272
DB00821	Carprofen	2023.0	32.67705
DB01629	5-fluorouridine	2024.0	32.676495
DB01034	Cerulenin	2025.0	32.67249
DB00217	Bethanidine	2026.0	32.670906
DB03348	Huperzine B	2027.0	32.670048
DB00770	Alprostadil	2028.0	32.660828
DB06587	Mitemcinal	2029.0	32.65999
DB01884	2-Amino-3-Methyl-1-Pyrrolidin-1-Yl-Butan-1-One	2030.0	32.656975
DB06914	1-({2-[2-(4-CHLOROPHENYL)ETHYL]-1,3-DIOXOLAN-2-YL}METHYL)-1H-IMIDAZOLE	2031.0	32.656483
DB01330	Cefotetan	2032.0	32.656296
DB05152	NGX267	2033.0	32.656242
DB00274	Cefmetazole	2034.0	32.65498
DB04743	Nimesulide	2035.0	32.65469
DB02562	Quinonoid 7,8-Tetrahydrobiopterin	2036.0	32.654198
DB00966	Telmisartan	2037.0	32.652542
DB04796	Inecalcitol	2038.0	32.65185
DB04617	(9S)-9-[(8-AMMONIOOCTYL)AMINO]-1,2,3,4,9,10-HEXAHYDROACRIDINIUM	2039.0	32.651066
DB05095	Cimicoxib	2040.0	32.64659
DB08089	LGD-2226	2041.0	32.6465
DB06457	Tecastemizole	2042.0	32.645912
DB05016	Ataluren	2043.0	32.644974
DB01809	1-Ter-Butyl-3-P-Tolyl-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine	2044.0	32.64328
DB00559	Bosentan	2045.0	32.63538
DB01125	Anisindione	2046.0	32.63463
DB00596	Ulobetasol	2047.0	32.63229
DB00521	Carteolol	2048.0	32.632004
DB07677	2-methyl-3,5,7,8-tetrahydro-4H-thiopyrano[4,3-d]pyrimidin-4-one	2049.0	32.631462
DB06230	Nalmefene	2050.0	32.63098
DB00906	Tiagabine	2051.0	32.62135
DB12394	Eleclazine	2052.0	32.61915
DB04334	6-hydroxydopa quinone	2053.0	32.617645
DB07866	(5S)-2-(Cyclooctylamino)-5-methyl-5-propyl-1,3-thiazol-4(5H)-one	2054.0	32.61763
DB02323	EM-1745	2055.0	32.617172
DB09245	Toloxatone	2056.0	32.616947
DB06345	AR-9281	2057.0	32.61685
DB08911	Trametinib	2058.0	32.6157
DB01117	Atovaquone	2059.0	32.60546
DB00704	Naltrexone	2060.0	32.60476
DB07906	[(3R)-7-NITRO-1,2,3,4-TETRAHYDROISOQUINOLIN-3-YL]METHANOL	2061.0	32.60424
DB01078	Deslanoside	2062.0	32.60351
DB00419	Miglustat	2063.0	32.60015
DB01488	Dimethyltryptamine	2064.0	32.60004
DB08238	5-AMINO-NAPHTALENE-2-MONOSULFONATE	2065.0	32.59827
DB07856	6-{4-[4-(4-CHLOROPHENYL)PIPERIDIN-4-YL]PHENYL}-9H-PURINE	2066.0	32.59695
DB12191	Obatoclax	2067.0	32.595943
DB02544	N-(6-{[3-(4-Bromophenyl)-1,2-Benzisothiazol-6-Yl]Oxy}Hexyl)-N-Methylprop-2-En-1-Amine	2068.0	32.592064
DB13919	Candesartan	2069.0	32.59023
DB00496	Darifenacin	2070.0	32.587215
DB13940	2,5-Dimethoxy-4-ethylthioamphetamine	2071.0	32.58461
DB01497	Etorphine	2072.0	32.583057
DB01212	Ceftriaxone	2073.0	32.582813
DB06543	Astaxanthin	2074.0	32.58227
DB11362	Selexipag	2075.0	32.576706
DB04256	4-(1-Amino-1-Carboxy-Ethyl)-Benzoic Acid	2076.0	32.575184
DB03710	[(1S)-4-(1-Aminobutylideneamino)-1-carboxybutyl]azanium	2077.0	32.57221
DB14104	Linoleic acid	2078.0	32.56581
DB04769	5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE	2079.0	32.564476
DB01851	Tetrabutylammonium Ion	2080.0	32.5602
DB01541	Boldenone	2081.0	32.558914
DB00811	Ribavirin	2082.0	32.558884
DB00960	Pindolol	2083.0	32.558258
DB01329	Cefoperazone	2084.0	32.557552
DB03888	N-Allyl-6-{[3-(4-bromophenyl)-1-methyl-1H-indazol-6-yl]oxy}-N-methyl-1-hexanamine	2085.0	32.55498
DB06840	diethyl [(1R)-1,5-diaminopentyl]boronate	2086.0	32.552723
DB13108	Mephedrone	2087.0	32.552135
DB12875	Mavatrep	2088.0	32.55138
DB02077	L-N(omega)-nitroarginine-(4R)-amino-L-proline amide	2089.0	32.55125
DB09186	Nisoxetine	2090.0	32.550205
DB01686	N,N-dimethylarginine	2091.0	32.54949
DB01333	Cefradine	2092.0	32.54643
DB09227	Barnidipine	2093.0	32.546234
DB09333	Iopodic acid	2094.0	32.54552
DB03635	Ethanesulfonic Acid	2095.0	32.544907
DB07418	bis(4-nitrophenyl) hydrogen phosphate	2096.0	32.542347
DB04297	7-[4-(Dimethylamino)Phenyl]-N-Hydroxy-4,6-Dimethyl-7-Oxo-2,4-Heptadienamide	2097.0	32.541622
DB00985	Dimenhydrinate	2098.0	32.5401
DB00846	Flurandrenolide	2099.0	32.53781
DB06652	Vicriviroc	2100.0	32.535885
DB00631	Clofarabine	2101.0	32.535614
DB02207	7-Nitroindazole	2102.0	32.5347
DB15498	BOS172722	2103.0	32.534313
DB08897	Aclidinium	2104.0	32.533676
DB00253	Medrysone	2105.0	32.533215
DB09128	Brexpiprazole	2106.0	32.530575
DB12395	Esreboxetine	2107.0	32.526093
DB00705	Delavirdine	2108.0	32.525455
DB01446	Indopan	2109.0	32.525135
DB00979	Cyclopentolate	2110.0	32.52391
DB13169	Nandrolone	2111.0	32.52346
DB01419	Antrafenine	2112.0	32.52298
DB08875	Cabozantinib	2113.0	32.51557
DB09216	Tolfenamic acid	2114.0	32.51552
DB11645	PF-4191834	2115.0	32.514183
DB04400	L-erythro-7,8-dihydrobiopterin	2116.0	32.511757
DB00723	Methoxamine	2117.0	32.50958
DB02339	Allyl-{6-[3-(4-Bromo-Phenyl)-Benzofuran-6-Yloxy]-Hexyl-}-Methyl-Amin	2118.0	32.508358
DB06213	Regadenoson	2119.0	32.50835
DB00673	Aprepitant	2120.0	32.50275
DB12440	Verdiperstat	2121.0	32.50113
DB07494	(3-EXO)-3-(10,11-DIHYDRO-5H-DIBENZO[A,D][7]ANNULEN-5-YLOXY)-8,8-DIMETHYL-8-AZONIABICYCLO[3.2.1]OCTANE	2122.0	32.49572
DB03747	3ar,5r,6s,7r,7ar-5-Hydroxymethyl-2-Methyl-5,6,7,7a-Tetrahydro-3ah-Pyrano[3,2-D]Thiazole-6,7-Diol	2123.0	32.49411
DB08735	R,S-Warfarin alcohol	2124.0	32.493256
DB03061	(R)-N-(1-Methyl-Hexyl)-Formamide	2125.0	32.48613
DB01618	Molindone	2126.0	32.484894
DB08384	2-({4-[4-(pyridin-4-ylmethyl)-1H-pyrazol-3-yl]phenoxy}methyl)quinoline	2127.0	32.48396
